price_per_m,area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
148305,47.2,0,0,0,0,3,0,0,0,1041,7637,3592,200,9,25,0,0,0,0,0,0,0,0,41,41,34,33,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,81,74
146341,41.0,32,11,78,26,272,87,1,0,235,1200,417,200,16,16,3,1,2,0,92,47,13,1,57,55,39,43,82,17,255,79,161,68,1,5,1,434,144,3,1,0,0,1,0,167,49
147003,44.0,3,0,30,6,40,8,0,0,143,6211,953,700,12,19,1,0,3,0,2,1,1,0,50,43,44,40,1,0,37,4,3,2,1,1,0,166,37,1,0,8,5,0,0,147,35
135555,45.0,4,0,28,5,40,10,0,0,104,7176,728,700,12,12,1,0,2,0,0,0,1,0,52,54,45,48,1,0,20,4,3,2,1,2,0,179,28,1,0,10,4,0,0,137,37
164974,39.4,0,0,1,0,6,0,1,0,807,9475,4865,400,4,12,0,0,0,0,0,0,0,0,55,68,47,56,0,0,1,0,3,1,1,0,0,12,0,0,0,0,0,0,0,58,37
170103,38.8,0,0,1,0,6,0,1,0,760,9445,4857,300,9,12,0,0,0,0,0,0,0,0,56,68,47,56,0,0,1,0,3,1,1,0,0,12,0,0,0,0,0,0,0,60,39
181020,48.0,14,3,107,22,168,33,1,0,21,2897,122,600,2,7,8,1,2,1,17,2,7,1,50,58,40,60,22,5,154,56,32,8,1,8,3,499,132,3,0,7,2,2,1,203,23
171102,52.6,3,0,56,21,5,0,0,0,254,5779,980,1100,8,11,2,1,1,1,1,0,1,0,57,40,50,36,0,0,4,1,5,1,1,1,0,66,13,0,0,5,3,0,0,47,10
150000,64.0,3,1,30,12,11,10,0,0,222,7056,1973,1200,15,16,1,0,1,1,1,1,1,1,40,45,37,41,3,2,6,5,1,0,1,0,0,48,19,0,0,0,0,0,0,13,10
119444,72.0,61,27,96,25,525,179,6,4,158,976,408,300,2,4,10,4,9,1,199,93,12,4,51,51,40,40,173,55,317,134,80,14,1,12,2,1254,411,4,4,14,7,4,0,420,277
164772,44.0,1,1,69,23,16,5,1,1,203,6137,954,1100,8,16,4,0,1,0,3,0,2,1,48,44,34,32,3,0,21,9,7,1,1,1,0,94,29,0,0,7,3,1,0,32,15
128703,54.0,5,1,33,5,14,4,0,0,174,5011,504,2800,3,14,1,0,0,0,0,0,0,0,60,65,52,49,2,0,10,2,24,8,1,1,0,73,6,0,0,8,3,1,0,24,14
185682,44.7,13,5,37,11,41,9,2,0,244,3344,172,300,8,14,4,1,3,1,10,5,10,3,53,54,47,47,6,1,46,9,5,1,1,3,1,184,56,1,1,2,0,1,1,148,75
134426,61.0,5,1,33,5,14,4,0,0,174,5011,504,2800,5,14,1,0,0,0,0,0,0,0,60,65,52,49,2,0,10,2,24,8,1,1,0,73,6,0,0,8,3,1,0,24,14
184577,40.2,0,0,1,0,6,0,1,0,678,8189,3965,1400,10,14,0,0,0,0,0,0,0,0,44,46,41,42,0,0,1,0,2,0,1,0,0,12,0,0,0,0,0,0,0,26,18
133584,53.0,5,1,33,5,14,4,0,0,174,5011,504,2800,7,14,1,0,0,0,0,0,0,0,60,65,52,49,2,0,10,2,24,8,1,1,0,73,6,0,0,8,3,1,0,24,14
141231,47.1,19,6,61,27,47,21,0,0,36,5509,2125,900,4,17,4,3,1,1,3,1,2,1,58,54,50,48,5,2,18,6,13,4,1,0,0,151,63,2,0,9,4,1,0,419,78
157762,51.4,0,0,1,0,6,0,1,0,678,8189,3965,1800,13,13,0,0,0,0,0,0,0,0,44,46,41,42,0,0,1,0,2,0,1,0,0,12,0,0,0,0,0,0,0,26,18
130000,56.0,5,1,33,5,14,4,0,0,174,5011,504,2900,4,14,1,0,0,0,0,0,0,0,60,65,52,49,2,0,10,2,24,8,1,1,0,73,6,0,0,8,3,1,0,24,14
146598,48.8,19,6,61,27,47,21,0,0,36,5509,2125,900,10,17,4,3,1,1,3,1,2,1,58,54,50,48,5,2,18,6,13,4,1,0,0,151,63,2,0,9,4,1,0,419,78
161637,46.4,0,0,10,0,1,0,0,0,883,8362,1460,200,7,7,0,0,0,0,0,0,0,0,46,43,40,37,0,0,0,0,0,0,1,0,0,6,0,0,0,5,0,0,0,84,63
173945,38.6,7,2,37,4,39,15,0,0,239,4721,1390,1000,9,9,4,0,2,1,1,0,2,1,58,64,48,55,3,1,26,8,14,3,1,0,0,105,14,0,0,11,2,1,0,251,87
143340,44.3,3,0,30,6,40,8,0,0,154,6210,964,700,8,19,1,0,3,0,2,1,1,0,50,43,44,40,1,0,37,3,3,2,1,1,0,164,36,1,0,8,5,0,0,147,35
160340,41.9,7,2,37,4,39,15,0,0,239,4721,1390,800,9,12,4,0,2,1,1,0,2,1,58,64,48,55,3,1,26,8,14,3,1,0,0,105,14,0,0,11,2,1,0,251,87
156818,44.0,13,8,45,14,29,16,1,0,234,3898,751,500,10,13,0,0,5,2,0,0,0,0,58,59,49,52,3,2,17,5,6,4,1,1,0,108,43,1,0,9,4,0,0,108,42
202040,49.0,24,2,73,15,101,15,1,0,105,2743,1051,700,5,9,5,1,5,1,50,3,3,0,50,56,44,56,12,1,111,12,14,6,1,0,0,354,35,2,0,7,5,1,1,192,16
151515,46.2,0,0,8,0,2,0,0,0,710,5573,2611,700,7,13,2,1,0,0,0,0,0,0,49,52,45,45,0,0,2,1,1,1,1,0,0,18,3,0,0,4,0,0,0,117,54
124000,50.0,6,0,91,37,135,45,1,0,137,3199,307,500,2,4,7,1,1,0,13,2,4,1,51,52,44,45,16,3,147,47,30,6,1,4,2,401,131,1,1,10,2,2,0,172,72
181818,33.0,17,2,88,8,266,60,1,0,144,2195,272,1100,2,4,11,4,3,1,69,15,5,1,47,52,40,53,42,7,229,64,64,21,1,4,2,543,122,0,0,9,0,0,0,79,16
178372,43.0,0,0,1,1,6,6,1,1,191,8616,4229,900,4,16,0,0,0,0,0,0,0,0,60,40,49,41,0,0,1,1,3,0,1,0,0,12,12,0,0,0,0,0,0,62,6
112980,104.0,17,12,51,11,26,8,0,0,120,7457,1174,100,20,21,2,0,2,0,1,1,1,0,36,31,33,30,10,5,9,2,6,2,3,0,0,152,64,1,1,6,2,0,0,38,21
164942,87.0,0,0,1,0,6,0,1,0,678,8189,3965,1400,3,13,0,0,0,0,0,0,0,0,44,46,41,42,0,0,1,0,2,0,3,0,0,12,0,0,0,0,0,0,0,26,18
160000,40.0,13,9,61,19,92,23,2,1,21,3022,187,300,4,6,6,3,4,2,17,5,12,4,51,49,40,47,14,3,107,21,10,2,1,7,3,384,109,4,1,1,0,2,1,233,45
141226,83.8,0,0,3,0,5,0,0,0,745,5954,1878,600,8,8,0,0,0,0,0,0,0,0,70,58,55,56,0,0,8,0,1,0,3,0,0,17,0,0,0,2,0,0,0,101,18
106306,111.0,16,4,55,21,41,5,0,0,345,5569,2146,700,3,18,3,3,1,1,3,0,3,0,60,43,55,42,5,2,13,3,10,2,3,0,0,135,42,2,0,7,3,1,0,346,27
127366,48.6,6,1,31,8,9,2,0,0,320,6732,1300,1000,6,15,0,0,2,0,2,0,1,0,53,40,36,40,7,1,10,0,4,1,1,0,0,87,15,2,0,0,0,0,0,65,1
154418,61.3,4,1,89,30,27,8,1,1,173,5842,737,900,2,8,4,1,1,0,4,0,2,1,42,27,31,26,3,0,23,10,11,1,1,1,0,129,51,1,0,10,5,1,0,56,6
164210,38.0,10,4,46,9,62,5,2,0,345,3691,436,400,8,14,3,0,2,0,8,3,8,6,53,61,45,50,5,2,51,11,7,1,1,3,1,196,50,2,1,2,0,1,1,158,19
175505,79.2,8,0,6,0,14,0,0,0,751,7202,3791,700,3,12,0,0,0,0,0,0,2,0,50,44,42,37,0,0,2,0,2,0,3,0,0,39,0,0,0,1,0,0,0,73,24
166861,85.4,26,0,72,1,131,2,1,0,129,2439,569,800,2,9,2,0,4,0,61,0,7,1,49,63,41,48,29,1,99,5,13,0,3,2,0,469,26,3,0,8,0,0,0,216,14
115454,110.0,17,12,51,11,26,8,0,0,120,7457,1174,100,13,25,2,0,2,0,1,1,1,0,36,31,33,30,10,5,9,2,6,2,3,0,0,152,64,1,1,6,2,0,0,38,21
140000,125.0,3,0,52,15,10,4,1,0,163,6530,1849,1100,15,16,0,0,2,0,1,0,2,1,47,21,35,19,6,2,7,1,5,2,3,0,0,56,15,0,0,8,2,0,0,38,3
138095,105.0,30,13,40,11,176,68,1,1,126,2061,720,400,3,7,10,4,6,0,37,11,5,0,55,55,48,50,32,9,175,74,36,11,3,1,0,465,182,1,0,7,0,2,1,362,124
127083,96.0,31,15,48,8,288,113,2,1,132,1483,164,400,2,5,9,5,6,2,68,25,4,2,57,60,50,50,100,19,217,85,80,15,3,5,1,656,302,1,1,8,3,5,2,248,192
140986,99.3,46,14,97,39,313,96,2,0,24,1914,556,500,2,4,7,6,7,3,150,46,8,2,51,52,40,42,60,17,216,68,34,7,3,8,0,923,323,2,0,7,0,1,0,276,86
107142,98.0,57,13,97,8,456,136,5,1,164,956,204,200,4,5,11,1,9,4,160,39,10,5,50,57,40,50,132,50,290,74,64,15,3,8,3,1189,308,7,2,21,5,2,0,360,111
112266,91.0,16,8,35,11,52,10,0,0,181,5408,2269,1600,3,9,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,3,0,0,158,35,1,1,9,0,1,0,184,24
119120,125.0,26,19,101,39,152,69,1,1,81,4138,471,300,5,5,2,0,4,1,17,5,5,1,63,65,55,55,24,7,30,16,62,13,3,3,1,380,161,1,1,14,9,1,1,206,101
131936,88.3,0,0,6,0,2,0,0,0,757,5631,2672,700,8,13,2,1,0,0,0,0,0,0,49,47,45,41,0,0,2,1,1,1,3,0,0,18,3,0,0,2,0,0,0,111,64
114705,91.2,16,8,35,11,52,10,0,0,181,5408,2269,1600,7,7,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,3,0,0,158,35,1,1,9,0,1,0,184,24
175658,79.7,14,3,71,22,84,25,0,0,121,2758,542,1300,5,5,3,2,3,0,18,0,2,0,53,46,48,49,8,3,71,15,32,11,3,4,0,213,61,0,0,0,0,5,3,89,10
151200,107.8,27,7,103,37,86,24,0,0,223,3916,287,600,2,8,6,1,3,0,9,2,1,0,53,58,45,47,20,5,52,14,27,5,3,5,2,299,64,1,1,9,4,6,2,363,60
160650,96.8,27,7,103,37,86,24,0,0,223,3916,287,600,2,8,6,1,3,0,9,2,1,0,53,58,45,47,20,5,52,14,27,5,3,5,2,299,64,1,1,9,4,6,2,363,60
112291,91.5,16,8,35,11,52,10,0,0,181,5408,2269,1600,4,9,6,1,1,1,3,0,1,0,51,45,41,40,5,1,19,3,9,2,3,0,0,158,35,1,1,9,0,1,0,184,24
130921,76.0,3,1,51,15,12,0,1,0,53,6733,1626,1100,9,10,2,0,1,0,2,1,2,0,43,41,33,35,2,1,7,1,6,4,3,0,0,42,10,0,0,2,0,0,0,24,8
114093,74.5,10,1,111,35,175,35,0,0,14,2724,662,1300,5,5,8,2,2,0,30,7,5,1,47,44,44,35,22,6,161,33,46,11,3,6,0,469,125,0,0,17,10,1,0,109,12
132693,59.7,0,0,44,14,6,0,0,0,402,5057,2462,600,1,4,2,0,0,0,2,0,0,0,53,54,50,49,0,0,4,0,1,0,3,0,0,26,4,1,0,7,2,0,0,124,10
130353,59.7,0,0,44,14,6,0,0,0,402,5057,2462,600,1,4,2,0,0,0,2,0,0,0,53,54,50,49,0,0,4,0,1,0,3,0,0,26,4,1,0,7,2,0,0,124,10
117080,58.1,2,1,9,0,20,4,0,0,548,5280,1069,1200,2,14,0,0,2,0,0,0,2,1,66,83,50,60,3,0,22,5,3,0,3,0,0,44,6,0,0,0,0,0,0,194,42
116263,74.4,2,2,13,4,5,2,0,0,433,7499,2537,900,2,9,0,0,0,0,1,0,2,0,40,43,35,45,0,0,1,0,0,0,3,0,0,23,14,0,0,0,0,0,0,130,3
102777,72.0,25,3,121,37,86,19,0,0,197,3819,351,900,4,5,6,2,1,0,9,3,3,0,49,58,40,48,21,2,60,6,32,7,3,7,1,277,48,1,0,12,5,11,2,384,63
94805,77.0,2,1,10,5,5,2,0,0,405,7639,2104,1500,3,9,0,0,0,0,1,1,2,0,41,25,41,21,0,0,2,0,0,0,3,0,0,19,11,0,0,0,0,0,0,26,10
108343,80.3,14,4,43,19,52,6,0,0,54,5665,2478,800,4,5,6,3,2,0,2,0,1,0,49,45,44,44,4,1,14,1,8,2,3,0,0,145,27,1,0,12,4,1,0,167,19
91566,83.0,7,2,57,23,34,12,1,0,94,6361,1855,1000,3,5,5,1,3,1,2,1,3,0,47,47,40,48,3,1,13,2,6,2,3,0,0,98,52,1,0,14,7,1,1,221,23
127222,73.1,7,0,55,16,15,6,0,0,90,8275,388,2100,11,13,1,1,1,0,0,0,1,1,35,0,32,0,1,1,4,3,2,0,3,1,1,93,29,0,0,10,3,0,0,47,0
96825,63.0,0,0,0,0,0,0,0,0,1068,6278,2025,900,1,5,0,0,0,0,0,0,0,0,63,80,50,80,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,65,1
115030,65.2,3,0,39,11,2,0,0,0,352,6440,1514,1300,10,14,1,0,1,0,0,0,1,0,40,0,36,0,0,0,4,0,3,0,3,0,0,47,10,0,0,5,1,0,0,14,0
119047,63.0,0,0,4,0,3,0,0,0,970,7546,3641,300,1,9,0,0,0,0,0,0,0,0,40,41,34,33,0,0,0,0,0,0,3,0,0,5,0,0,0,1,0,0,0,81,74
102151,79.0,2,1,41,7,10,1,0,0,426,4932,1303,2600,10,17,2,0,0,0,0,0,1,0,52,49,45,45,0,0,7,0,8,1,3,0,0,60,19,0,0,6,2,0,0,143,39
75581,86.0,3,2,75,30,86,27,0,0,241,3350,926,1800,1,4,3,1,2,1,16,4,5,1,52,41,40,32,13,4,76,25,21,6,3,1,0,276,103,0,0,12,5,0,0,42,8
124166,72.0,1,0,20,10,7,3,2,0,318,6922,3181,600,9,10,0,0,0,0,0,0,1,0,42,0,36,0,0,0,2,0,0,0,3,0,0,46,5,1,0,3,2,0,0,187,0
105000,58.0,7,4,74,28,13,7,0,0,204,9168,168,3500,4,9,2,2,3,2,0,0,1,1,34,0,32,0,1,1,4,4,2,1,3,1,1,109,49,0,0,9,2,0,0,45,0
85324,87.9,2,0,42,0,11,0,1,0,618,8119,1296,400,1,6,0,0,1,0,0,0,0,0,47,43,45,37,2,0,3,0,1,0,3,0,0,25,0,1,0,10,0,0,0,146,65
104838,62.0,4,0,32,10,23,2,1,0,195,7488,1025,1200,2,9,0,0,2,1,1,0,2,0,45,33,35,35,3,0,8,2,1,0,3,0,0,78,13,0,0,13,0,0,0,94,3
309253,166.0,2,0,42,16,15,1,0,0,121,5310,1688,700,3,6,0,0,1,0,1,0,2,2,51,50,45,43,0,0,2,0,10,1,3,0,0,27,5,1,0,0,0,0,0,76,34
137974,158.0,29,13,82,35,125,67,0,0,313,2885,38,400,2,4,6,2,4,0,14,4,1,1,54,54,45,45,32,15,76,41,86,22,3,8,6,338,217,1,0,6,3,10,4,271,189
314722,108.0,1,1,33,21,19,8,0,0,231,5910,2245,200,4,7,0,0,1,1,1,1,2,0,52,63,47,60,0,0,0,0,18,3,3,0,0,18,11,1,1,0,0,0,0,44,14
266666,105.0,34,20,98,38,175,75,1,1,42,3925,301,200,5,10,3,1,6,1,17,3,7,1,64,66,55,55,27,11,35,15,69,33,3,3,2,410,164,1,1,15,8,1,0,236,106
175918,127.9,4,1,76,24,103,45,0,0,43,3090,667,2300,4,6,5,1,2,1,19,6,6,1,52,64,44,50,17,6,77,25,32,5,3,1,0,281,161,0,0,14,2,0,0,45,19
225000,120.0,33,16,48,10,248,109,2,1,177,1723,404,200,2,4,10,7,5,2,65,22,4,0,56,58,50,50,78,17,221,98,47,12,3,5,1,598,287,1,1,5,3,5,1,331,151
159620,163.0,4,1,89,30,27,8,1,1,173,5842,737,900,2,8,4,1,1,0,4,0,2,1,42,27,31,26,3,0,23,10,11,1,3,1,0,129,51,1,0,10,5,1,0,56,6
172164,124.3,1,0,33,19,4,1,0,0,14,5375,1094,2000,2,8,1,0,1,0,1,0,2,0,54,70,48,70,0,0,5,0,7,1,3,0,0,17,2,0,0,0,0,0,0,27,11
219638,121.7,6,0,50,16,19,3,0,0,311,4896,186,1600,13,13,2,0,3,0,2,0,2,0,49,54,44,45,3,0,6,1,15,7,3,3,1,79,26,1,0,0,0,0,0,135,29
212121,99.0,4,2,23,5,12,5,0,0,237,4713,420,1600,5,10,4,0,0,0,0,0,2,0,56,67,55,60,4,2,9,3,29,15,3,1,1,73,12,0,0,12,0,0,0,35,17
225806,114.7,0,0,1,1,6,6,1,1,191,8616,4229,3300,9,25,0,0,0,0,0,0,0,0,60,40,49,41,0,0,1,1,3,0,3,0,0,12,12,0,0,0,0,0,0,62,6
324519,83.2,11,0,50,13,24,6,0,0,179,4316,339,1100,4,10,2,0,2,1,4,1,0,0,52,51,46,44,7,0,12,1,11,3,3,3,1,89,9,1,0,0,0,0,0,121,65
325000,107.7,9,0,63,0,43,0,0,0,511,3922,942,700,2,6,1,0,4,0,4,0,2,0,57,0,50,0,9,0,7,0,5,0,3,1,0,100,0,1,0,1,0,0,0,194,0
313138,133.2,8,2,63,13,64,12,0,0,119,4537,688,600,9,9,1,0,1,0,1,1,2,1,60,63,50,47,9,0,12,3,11,1,3,1,0,167,21,1,0,4,0,1,1,268,30
393294,119.0,1,1,35,22,19,6,0,0,165,5785,2157,200,5,7,0,0,1,1,1,0,2,1,52,63,47,60,0,0,0,0,18,2,3,0,0,18,11,1,1,0,0,0,0,44,13
391025,78.0,9,0,63,0,43,0,0,0,511,3922,942,2300,5,6,1,0,4,0,4,0,2,0,57,0,50,0,9,0,7,0,5,0,3,1,0,100,0,1,0,1,0,0,0,194,0
250273,91.5,18,5,83,20,154,39,2,0,104,2618,333,800,5,5,5,2,6,2,16,5,2,0,59,44,44,32,29,5,59,26,53,12,3,4,3,337,87,2,0,11,5,0,0,163,40
312307,130.0,1,1,54,20,15,2,0,0,84,5693,1943,800,2,9,0,0,1,1,1,0,2,2,56,57,56,40,0,0,1,0,14,6,3,0,0,19,5,1,1,0,0,0,0,55,7
187704,122.0,2,0,27,4,10,1,0,0,369,6853,1843,1400,2,16,0,0,1,0,1,0,1,0,41,21,38,21,2,0,5,1,1,0,3,0,0,45,13,0,0,3,0,0,0,12,2
221057,104.0,2,0,49,18,11,1,0,0,177,4480,1048,1100,4,9,0,0,1,0,1,0,2,0,61,72,55,55,1,0,5,2,4,0,3,0,0,35,3,0,0,0,0,0,0,143,16
394632,126.7,1,0,49,13,6,1,0,0,203,4746,811,1800,9,9,1,0,0,0,1,0,1,0,61,0,53,0,0,0,5,1,6,0,3,1,0,24,2,0,0,0,0,0,0,70,0
377049,122.0,60,8,93,11,492,114,5,0,362,485,195,500,2,4,9,4,8,0,162,36,13,4,49,66,37,52,191,48,318,85,90,32,3,7,2,1069,181,4,1,20,2,3,2,407,26
250000,98.0,24,2,77,18,134,21,1,0,53,3240,924,900,2,9,6,1,9,0,12,2,6,2,61,64,47,48,13,0,27,7,59,9,3,1,0,249,34,1,0,24,7,0,0,314,43
159817,219.0,23,10,101,32,183,58,2,1,238,3668,454,200,8,9,3,2,6,1,21,7,6,0,60,59,50,50,36,15,49,30,44,8,3,4,1,540,206,2,1,6,0,1,0,316,82
264705,170.0,20,11,98,21,143,43,1,1,85,3685,671,100,8,10,3,2,4,3,16,3,5,2,58,59,50,50,30,11,43,20,22,8,3,3,0,431,138,1,1,4,0,1,0,267,146
266935,124.0,1,0,41,16,9,0,0,0,278,4353,974,1100,5,8,0,0,1,0,1,0,3,0,60,109,50,90,1,0,5,1,3,0,3,1,0,42,3,0,0,0,0,0,0,131,7
239130,115.0,19,7,78,22,92,14,1,0,156,4696,662,900,3,5,0,0,3,1,5,3,2,0,64,59,57,50,13,1,25,2,23,4,3,2,0,188,31,0,0,12,4,1,1,185,49
356785,280.0,10,0,50,8,132,23,0,0,353,2749,460,1500,4,4,9,2,3,2,27,6,4,1,61,38,49,40,20,5,132,20,51,11,3,5,1,232,24,0,0,0,0,6,0,82,11
301302,122.8,41,15,109,39,364,121,1,0,52,1091,263,100,3,5,3,1,2,0,129,57,13,4,54,74,40,49,107,21,313,137,137,49,3,7,2,712,195,4,1,5,0,1,1,248,80
484536,97.0,4,1,57,12,21,3,0,0,120,4970,1356,1000,4,7,1,0,2,0,1,0,4,0,60,49,50,48,0,0,4,1,6,0,3,0,0,43,6,1,0,0,0,1,0,128,29
270946,91.9,26,3,90,16,144,39,0,0,219,2750,600,700,4,7,5,0,6,1,10,0,2,0,52,63,42,60,32,11,81,3,85,8,3,6,0,375,49,2,0,7,2,5,1,286,19
196296,135.0,2,0,53,15,8,3,1,0,100,6586,1424,1200,10,16,1,0,0,0,2,2,2,2,43,49,33,35,1,1,11,2,9,2,3,0,0,46,12,0,0,3,0,0,0,24,14
350000,108.7,9,0,63,0,43,0,0,0,511,3922,942,700,3,6,1,0,4,0,4,0,2,0,57,0,50,0,9,0,7,0,5,0,3,1,0,100,0,1,0,1,0,0,0,194,0
96153,260.0,5,2,29,8,11,6,0,0,126,4606,1073,2500,5,5,5,2,0,0,0,0,2,2,51,45,48,37,3,2,13,4,30,12,3,0,0,81,32,0,0,12,5,0,0,61,5
222947,107.2,15,5,64,18,132,34,0,0,234,2476,502,1200,6,7,5,0,8,1,41,9,3,1,52,47,45,36,15,3,104,25,33,4,3,2,0,344,109,0,0,1,0,4,1,106,33
519685,127.0,32,11,64,17,258,63,2,0,185,1995,572,500,4,8,8,2,7,1,70,16,4,1,53,52,46,45,68,13,191,50,40,8,3,6,0,641,148,1,1,0,0,3,0,236,141
337500,120.0,6,3,58,16,34,11,0,0,146,3552,707,2000,5,5,4,2,1,1,3,2,0,0,52,51,48,48,4,0,40,6,26,12,3,2,0,81,25,0,0,4,0,4,0,35,3
