price_per_m,area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500
166396,111.0,3,0,22,0,20,0,0,0,581,7084,563,600,20,25,2,1,2,0,1,0,0,0,44,42,32,37,7,2,7,0,7,2,3,3,0,23,2,1,0,7,0,1,1,51,11
103200,125.0,9,3,34,12,33,8,0,0,123,9475,770,600,3,8,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,3,1,0,22,6,0,0,13,6,5,3,94,61
110000,150.0,0,0,13,0,8,5,0,0,593,6500,302,600,6,18,3,1,2,1,1,0,0,0,43,40,36,42,3,0,3,1,7,1,3,1,1,16,4,1,0,5,0,0,0,39,14
82031,128.0,4,0,46,16,21,4,0,0,247,9983,842,3200,2,6,4,0,2,1,2,1,0,0,43,30,40,27,3,2,4,1,12,2,3,1,0,19,1,0,0,20,3,0,0,36,8
100000,125.0,11,5,34,14,32,14,0,0,186,7896,308,1000,13,13,4,0,0,0,3,0,1,0,39,49,28,25,8,0,13,7,7,2,3,5,3,38,20,0,0,12,7,2,0,44,15
96153,130.0,6,1,35,7,30,6,0,0,304,10455,750,3600,7,12,5,2,0,0,3,1,0,0,41,44,37,44,4,2,5,1,16,6,3,3,0,19,2,0,0,13,2,3,0,23,2
92920,113.0,9,3,34,12,33,8,0,0,123,9475,770,3600,5,5,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,3,1,0,22,6,0,0,13,6,5,3,94,61
92537,134.0,6,1,35,7,30,6,0,0,304,10455,750,3600,8,11,5,2,0,0,3,1,0,0,41,44,37,44,4,2,5,1,16,6,3,3,0,19,2,0,0,13,2,3,0,23,2
87826,115.0,9,3,34,12,33,8,0,0,123,9475,770,3600,9,10,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,3,1,0,22,6,0,0,13,6,5,3,94,61
90408,127.2,4,1,37,9,22,7,0,0,264,11010,291,4100,7,9,5,3,0,0,3,2,0,0,35,32,26,28,3,1,5,3,12,7,3,3,2,20,9,0,0,14,0,1,1,14,7
82786,122.0,2,1,36,7,13,2,0,0,221,11488,448,4600,4,9,3,0,0,0,3,1,0,0,35,22,26,20,1,0,3,2,9,4,3,3,1,15,6,0,0,10,1,1,0,12,3
114754,122.0,4,2,38,5,22,8,0,0,433,10846,489,4000,5,5,5,3,0,0,3,2,0,0,36,49,28,48,4,1,5,3,13,6,3,3,1,19,9,0,0,12,0,2,0,13,6
80206,135.9,1,0,9,2,4,1,0,0,434,4908,1467,1400,13,14,1,0,1,0,1,1,2,0,44,35,36,32,1,0,2,0,2,0,3,0,0,10,3,0,0,4,0,0,0,29,3
61764,170.0,9,3,34,12,33,8,0,0,123,9475,770,1300,16,16,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,3,1,0,22,6,0,0,13,6,5,3,94,61
102666,150.0,0,0,13,0,8,5,0,0,593,6500,302,600,11,18,3,1,2,1,1,0,0,0,43,40,36,42,3,0,3,1,7,1,3,1,1,16,4,1,0,5,0,0,0,39,14
75000,190.0,9,3,34,12,33,8,0,0,123,9475,770,1300,3,5,6,3,1,1,2,0,0,0,42,43,40,47,9,1,4,2,18,8,3,1,0,22,6,0,0,13,6,5,3,94,61
66666,150.0,11,3,36,6,45,9,0,0,159,8356,350,1500,7,7,4,2,0,0,2,0,1,0,42,35,37,32,6,0,12,2,7,1,3,4,1,36,5,0,0,12,4,4,0,92,9
88853,157.0,4,2,38,10,24,8,0,0,329,10938,341,4000,3,9,5,3,0,0,3,2,0,0,35,45,26,37,4,1,5,2,13,5,3,3,2,20,9,0,0,13,0,1,1,14,7
100000,120.0,1,0,12,5,4,2,0,0,288,2695,585,3500,24,25,0,0,1,0,3,0,1,0,34,30,30,30,0,0,2,0,2,1,3,1,0,30,8,0,0,6,2,0,0,34,1
80769,130.0,4,0,46,16,21,4,0,0,247,9983,842,3200,2,5,4,0,2,1,2,1,0,0,43,30,40,27,3,2,4,1,12,2,3,1,0,19,1,0,0,20,3,0,0,36,8
128205,109.2,11,2,51,9,28,5,0,0,356,8929,441,2100,15,17,6,2,1,1,2,0,0,0,40,42,40,35,2,0,9,2,12,3,3,1,1,22,14,0,0,12,5,3,1,129,28
105128,117.0,7,1,36,8,29,6,0,0,331,10368,835,3500,8,9,5,2,0,0,3,1,0,0,45,44,40,44,4,2,5,1,18,5,3,3,0,17,3,0,0,16,3,3,0,21,2
106363,110.0,1,0,9,3,4,1,0,0,304,5015,1425,1200,8,22,1,0,1,0,1,1,2,0,43,37,35,37,0,0,2,0,4,0,3,0,0,13,3,0,0,4,1,0,0,30,2
114309,118.1,2,1,31,7,17,2,0,0,83,11184,377,4300,6,10,4,3,0,0,3,1,0,0,34,28,25,28,1,0,5,2,12,5,3,3,1,18,4,0,0,10,0,1,0,13,3
103913,115.0,8,4,20,4,28,13,0,0,387,9132,596,2200,4,22,7,0,1,0,2,2,0,0,41,41,40,47,9,5,3,1,16,5,3,1,0,12,4,0,0,8,1,5,3,87,49
120044,90.8,11,5,31,9,39,5,0,0,105,8169,556,1300,12,12,3,2,0,0,2,0,1,0,42,30,36,28,8,1,11,2,7,2,3,5,0,34,5,0,0,11,3,4,0,79,9
