area,bank_1000,bank_500,bus_stop_1000,bus_stop_500,cafe_1000,cafe_500,cinema_1000,cinema_500,distance_to_bus_stop,distance_to_center,distance_to_school,distance_to_subway,floor,floors_total,government_1000,government_500,hospital_1000,hospital_500,hotel_1000,hotel_500,leisure_1000,leisure_500,mean_salaries_1000,mean_salaries_500,median_salaries_1000,median_salaries_500,nightlife_1000,nightlife_500,office_1000,office_500,point_of_interest_1000,point_of_interest_500,price_per_m,rooms,school_1000,school_500,shop_1000,shop_500,subway_station_1000,subway_station_500,tram_stop_1000,tram_stop_500,univercity_1000,univercity_500,vacancy_1000,vacancy_500,year
62.6,6,4,59,6,17,0,0,0,113,8996,814,2353,16,16,3,0,3,0,3,0,1,0,41,39,40,33,1,0,9,0,12,6,85,2,2,0,20,11,0,0,12,3,1,0,122,14,1889
56.0,8,1,32,10,19,7,0,0,111,7201,1008,1266,3,9,4,0,2,1,1,1,2,0,34,35,30,30,4,4,13,3,6,0,66,3,0,0,49,18,0,0,11,3,1,0,81,17,1978
81.7,3,1,9,3,0,0,0,0,141,3660,944,3036,10,14,1,1,0,0,0,0,0,0,38,0,36,0,0,0,1,0,2,1,44,2,1,0,9,2,0,0,5,2,0,0,8,0,2004
68.0,1,0,8,0,3,1,0,0,863,2616,360,4097,12,19,0,0,0,0,1,0,1,0,38,42,41,45,2,0,2,0,0,0,66,2,1,1,41,17,0,0,2,0,0,0,10,6,2009
91.0,7,4,15,4,2,2,0,0,320,4185,865,458,1,10,1,0,2,0,0,0,0,0,34,41,36,40,3,1,3,1,6,3,58,3,2,0,27,12,2,1,6,1,0,0,17,6,2006
42.3,3,1,12,2,7,1,0,0,461,6053,341,591,4,5,1,0,2,1,0,0,2,0,34,31,32,29,1,0,0,0,2,0,55,2,1,1,54,16,1,0,7,2,1,0,42,6,1965
30.6,4,1,14,3,6,0,0,0,225,1121,658,2862,1,5,5,0,1,0,0,0,1,0,32,12,20,12,1,1,4,0,2,0,58,1,4,0,31,10,0,0,1,0,0,0,7,1,1967
27.0,2,0,18,0,4,0,1,0,550,4492,846,526,4,5,2,0,0,0,1,1,0,0,31,0,23,0,2,1,0,0,0,0,40,1,1,0,18,3,2,0,7,0,0,0,16,0,1976
69.7,6,4,59,6,17,0,0,0,113,8996,814,2353,16,16,3,0,3,0,3,0,1,0,41,39,40,33,1,0,9,0,12,6,85,2,2,0,20,11,0,0,12,3,1,0,122,14,1889
63.0,2,0,6,0,0,0,0,0,586,2806,159,3648,4,9,1,0,0,0,0,0,0,0,35,35,34,34,0,0,1,0,0,0,52,3,1,1,7,2,0,0,5,0,0,0,6,6,1973
123.0,4,0,22,9,5,3,0,0,199,2100,2491,5758,3,17,0,0,1,0,0,0,2,0,29,0,29,0,0,0,1,0,3,2,45,3,0,0,27,6,0,0,5,3,0,0,2,0,2012
67.9,2,0,15,6,2,0,0,0,116,2995,2700,6488,1,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,66,3,0,0,15,2,0,0,4,2,0,0,0,0,1
43.0,4,0,40,19,23,7,0,0,102,10584,319,3880,1,2,4,0,1,0,3,1,0,0,33,21,26,18,4,2,4,1,8,2,48,3,3,1,16,5,0,0,15,9,1,0,18,4,1
35.3,5,4,44,22,11,6,0,0,42,8950,444,2606,3,9,3,0,1,1,2,2,1,1,35,29,32,25,1,1,5,3,8,5,73,1,1,1,18,5,0,0,6,2,0,0,58,25,1971
74.0,6,1,22,10,17,1,0,0,279,6791,1172,875,3,16,2,0,2,0,2,1,1,0,35,40,32,37,5,0,5,0,2,0,70,2,0,0,57,14,1,0,11,8,1,0,77,17,2011
42.3,11,5,18,5,38,9,0,0,244,8412,497,1604,4,5,3,3,0,0,2,1,0,0,43,24,40,20,11,3,11,0,7,2,80,2,4,1,28,2,0,0,8,2,4,0,85,5,1962
76.0,3,1,20,2,9,6,0,0,427,4860,732,990,6,20,5,1,4,0,4,2,4,4,41,48,35,37,3,0,4,3,4,3,68,2,3,0,37,12,1,0,6,1,0,0,35,20,2008
66.0,1,0,6,1,2,1,0,0,498,4884,1503,1404,6,14,1,0,1,0,1,1,1,0,44,35,36,32,0,0,2,0,1,0,60,1,0,0,9,3,0,0,2,0,0,0,29,3,2012
33.0,2,1,16,8,2,0,0,0,130,2924,2499,6363,12,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,60,1,0,0,16,2,0,0,5,3,0,0,0,0,1984
94.0,4,0,16,0,4,2,0,0,596,2282,21,4146,18,25,0,0,1,0,0,0,1,1,35,50,38,50,2,0,2,0,2,0,78,3,1,1,44,21,0,0,5,0,0,0,12,1,2015
61.0,2,1,10,1,0,0,0,0,412,2590,355,3591,9,9,0,0,0,0,0,0,0,0,29,35,25,34,0,0,1,0,0,0,40,3,1,1,8,0,0,0,6,1,0,0,10,4,1973
40.0,5,1,17,1,11,1,0,0,359,4950,683,718,3,9,2,0,2,1,3,0,2,0,34,35,32,32,2,0,6,3,3,0,85,1,1,0,66,15,1,0,2,0,0,0,46,22,2016
55.4,4,2,34,8,25,9,0,0,208,6434,753,622,8,9,6,2,5,1,2,0,1,1,34,31,28,27,4,1,13,7,11,5,87,3,1,0,46,11,2,0,8,3,0,0,92,46,1973
84.3,0,0,10,2,1,0,0,0,243,2345,1038,5235,16,17,0,0,1,1,0,0,0,0,42,0,42,0,0,0,0,0,2,1,62,3,0,0,8,2,0,0,4,2,0,0,2,0,2000
45.2,6,1,23,8,2,0,1,0,224,2929,592,1835,4,4,3,0,1,0,1,1,0,0,34,23,32,23,0,0,7,1,0,0,58,2,2,0,37,5,0,0,10,0,0,0,5,1,1959
64.0,6,1,16,4,3,1,0,0,171,1886,452,3503,5,5,1,1,0,0,0,0,0,0,30,0,25,0,0,0,3,1,0,0,45,3,5,1,21,1,0,0,5,2,0,0,10,0,1969
74.0,5,2,21,4,6,2,0,0,280,1194,1875,4866,7,9,0,0,0,0,0,0,2,0,28,29,29,29,0,0,1,1,2,0,47,3,0,0,37,9,0,0,6,2,0,0,5,4,1986
152.0,10,5,40,12,33,9,0,0,312,7912,186,1161,7,8,3,0,0,0,1,0,1,1,39,56,28,25,5,0,13,7,5,0,60,3,5,3,43,16,0,0,12,6,2,0,44,11,2015
84.0,3,0,39,11,14,0,0,0,356,9936,966,3314,3,12,2,0,2,1,2,1,0,0,38,29,32,30,3,2,5,1,10,1,77,2,1,0,15,2,0,0,13,0,0,0,47,3,0
36.0,1,0,7,0,2,1,0,0,605,2181,1761,5804,1,19,0,0,0,0,0,0,1,0,19,0,19,0,0,0,1,0,0,0,71,2,0,0,11,3,0,0,2,0,0,0,1,0,2014
43.4,2,1,12,5,0,0,0,0,187,4053,1290,2964,4,5,1,1,0,0,0,0,0,0,51,34,55,34,0,0,1,0,1,1,56,2,0,0,6,1,0,0,5,4,0,0,4,1,1962
41.5,4,2,16,4,1,1,0,0,267,3994,1771,2092,10,12,0,0,0,0,0,0,0,0,45,0,45,0,0,0,1,1,1,0,55,1,0,0,13,4,0,0,8,1,0,0,11,0,1988
38.8,6,4,59,6,17,0,0,0,113,8996,814,2353,13,14,3,0,3,0,3,0,1,0,41,39,40,33,1,0,9,0,12,6,85,1,2,0,20,11,0,0,12,3,1,0,122,14,1889
80.3,5,4,52,16,12,4,0,0,171,9148,726,2624,14,16,3,0,3,0,2,1,1,0,38,43,32,40,1,1,7,3,11,7,113,3,1,0,20,11,0,0,9,4,0,0,72,26,0
46.0,5,1,10,3,1,0,0,0,129,2990,934,690,16,18,2,0,1,1,1,1,0,0,37,44,31,36,0,0,2,1,1,0,60,1,2,0,30,5,1,0,2,0,0,0,32,14,2009
31.0,3,0,18,0,1,0,1,0,594,2980,372,1849,5,5,2,0,0,0,2,0,1,0,36,48,34,40,2,0,0,0,0,0,59,1,3,1,12,2,0,0,7,0,0,0,37,9,1973
46.0,10,2,14,2,1,0,0,0,417,3391,486,638,3,5,0,0,3,0,1,0,0,0,36,23,30,23,1,0,4,0,4,0,57,2,1,1,43,6,2,0,3,0,0,0,32,1,1963
53.6,3,1,11,3,0,0,0,0,160,3706,984,3022,9,11,1,1,0,0,0,0,0,0,42,0,42,0,0,0,1,0,2,1,60,0,1,0,9,2,0,0,5,2,0,0,4,0,2001
100.0,4,1,18,3,8,7,0,0,261,4683,620,1155,14,21,5,1,2,0,4,2,5,4,44,47,35,37,3,1,3,2,5,2,80,3,2,0,30,13,0,0,6,2,0,0,31,22,1913
75.0,5,1,30,9,6,1,0,0,220,1929,1974,5419,2,16,0,0,1,1,0,0,2,2,34,0,30,0,0,0,0,0,5,1,73,2,0,0,29,12,0,0,7,0,0,0,7,0,2009
59.8,7,1,22,2,4,0,0,0,469,3665,755,781,2,9,2,0,2,1,0,0,0,0,34,40,35,40,3,0,2,1,4,1,61,3,1,0,31,8,2,0,7,0,0,0,29,2,1984
78.8,8,2,19,2,4,1,0,0,443,3643,859,794,2,9,2,0,2,1,0,0,0,0,34,36,36,40,3,1,2,1,4,3,53,4,2,0,36,11,2,0,6,1,0,0,19,6,1979
172.0,1,0,41,11,22,3,0,0,229,10532,519,3870,7,7,4,0,1,0,2,1,0,0,32,28,25,30,4,0,3,0,6,1,55,3,3,0,14,3,0,0,14,3,1,0,17,4,1
66.0,3,2,17,2,10,2,0,0,378,5150,652,762,10,10,5,1,4,1,3,1,2,0,35,20,33,20,2,0,4,1,5,0,67,3,2,0,67,21,1,0,1,0,1,0,40,2,1959
50.5,4,0,46,14,23,6,0,0,91,10493,420,3803,3,5,4,0,1,0,2,1,0,0,32,23,25,20,4,2,4,1,8,2,80,2,3,1,15,4,0,0,15,6,1,0,17,3,1981
133.0,6,1,35,7,30,6,0,0,304,10455,750,3635,7,12,5,2,0,0,3,1,0,0,41,44,37,44,4,2,5,1,16,6,93,3,3,0,19,2,0,0,13,2,3,0,23,2,2013
44.0,3,1,19,6,7,2,1,0,96,5368,702,704,1,5,0,0,2,0,1,1,2,0,43,30,32,25,1,0,1,0,1,0,56,2,1,0,44,11,1,0,5,0,0,0,42,6,1963
26.0,0,0,14,9,1,1,0,0,286,5309,145,458,5,9,1,1,0,0,2,1,0,0,29,50,25,50,1,1,0,0,1,1,60,1,1,1,1,0,2,1,8,6,1,1,18,1,1980
97.0,4,0,15,8,1,0,0,0,66,1844,554,3906,9,17,1,1,0,0,0,0,0,0,64,0,64,0,0,0,1,1,0,0,61,3,3,0,17,5,0,0,5,3,0,0,1,0,2002
40.0,4,1,19,7,10,1,0,0,111,5776,348,188,2,5,4,1,4,0,2,0,0,0,32,36,32,36,1,0,1,0,1,1,62,2,1,1,70,23,1,1,3,0,1,0,27,14,1961
50.0,2,0,12,2,1,1,0,0,236,2502,1499,5608,6,9,0,0,2,0,0,0,2,0,42,0,42,0,0,0,0,0,2,0,51,2,0,0,13,3,0,0,4,2,0,0,2,0,1980
79.7,5,0,25,9,22,7,0,0,71,6343,394,474,3,9,5,1,5,2,1,0,1,0,35,30,30,21,4,1,10,3,11,2,62,3,1,1,35,10,2,1,5,3,0,0,99,13,1974
44.0,1,0,21,6,5,0,1,0,419,6301,1563,1596,4,5,1,0,0,0,1,0,0,0,31,0,31,0,2,0,1,0,1,1,46,2,0,0,21,8,0,0,5,0,0,0,8,0,1966
63.0,5,0,16,4,3,1,0,0,301,2048,1430,5259,1,9,0,0,2,0,0,0,2,0,36,0,30,0,0,0,0,0,2,1,51,3,0,0,21,5,0,0,4,0,0,0,5,0,1979
70.0,3,0,13,0,3,2,0,0,802,2449,244,4203,14,23,0,0,1,0,1,0,1,1,38,41,41,45,2,1,2,1,0,0,62,2,1,1,41,24,0,0,4,0,0,0,10,7,2008
46.0,5,2,21,3,7,2,0,0,328,439,1399,4070,1,5,0,0,1,0,1,0,2,1,28,0,29,0,1,0,0,0,3,1,56,2,0,0,44,10,0,0,7,1,0,0,5,0,1967
19.5,2,1,16,6,8,2,0,0,400,5234,863,603,1,3,5,3,3,0,4,0,4,2,37,47,28,37,0,0,4,2,5,2,51,1,1,0,32,5,1,0,4,1,0,0,45,22,1954
44.3,3,1,12,5,4,3,1,0,329,3939,965,722,18,27,4,1,1,0,2,0,0,0,31,36,30,40,1,1,3,0,2,0,51,1,1,0,31,2,1,0,4,1,0,0,24,5,0
67.0,3,0,46,13,23,6,0,0,103,10452,450,3765,3,5,4,0,1,0,2,1,0,0,32,28,26,30,4,2,4,1,8,2,67,3,3,1,15,5,0,0,15,5,1,0,16,4,1978
34.0,1,0,2,0,2,1,0,0,937,2754,497,4060,2,18,0,0,0,0,1,0,1,0,38,42,41,45,2,0,1,0,0,0,57,0,1,1,38,16,0,0,0,0,0,0,10,6,2017
35.7,4,1,8,1,2,0,0,0,413,4149,1208,548,5,9,1,0,2,0,1,0,0,0,30,31,30,31,0,0,2,1,2,2,43,1,0,0,23,13,2,0,0,0,0,0,28,1,0
34.0,0,0,6,0,0,0,0,0,570,5753,512,1306,4,6,1,1,0,0,0,0,0,0,32,30,26,30,2,1,0,0,1,0,55,1,2,0,3,2,0,0,4,0,0,0,10,2,1983
33.5,4,1,13,4,2,0,1,0,414,1570,599,2705,2,9,1,0,1,1,0,0,1,1,24,0,24,0,1,0,2,0,3,2,59,1,2,0,19,4,0,0,5,0,0,0,2,0,1972
53.0,1,1,8,2,4,0,0,0,335,7830,1097,1924,5,10,4,1,1,0,0,0,0,0,31,66,18,66,1,0,1,1,0,0,56,1,0,0,16,5,0,0,5,2,0,0,9,2,2009
44.6,0,0,6,2,1,0,0,0,128,6356,1119,1386,2,2,0,0,0,0,1,0,0,0,25,40,24,40,0,0,0,0,0,0,34,2,0,0,1,1,0,0,6,2,1,0,7,1,1945
31.0,5,1,25,8,2,0,1,0,122,3224,711,1777,1,5,3,0,0,0,1,1,0,0,34,23,32,23,0,0,4,1,1,0,66,1,1,0,35,8,0,0,11,1,0,0,5,1,1970
45.0,4,1,19,6,8,2,1,0,145,5346,676,666,1,5,0,0,2,0,1,1,2,0,43,30,32,25,1,0,1,0,1,0,44,2,1,0,43,11,1,0,5,0,0,0,42,6,1963
76.0,8,0,36,11,34,3,0,0,66,6768,520,282,5,20,4,1,3,1,2,1,1,0,37,41,30,32,6,1,17,4,13,7,85,3,4,0,55,9,2,1,11,4,1,0,107,24,1988
70.0,2,0,23,9,4,3,0,0,249,2447,2702,6067,7,10,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,55,3,0,0,24,7,0,0,5,2,0,0,0,0,1992
44.0,3,1,12,5,4,3,1,0,329,3939,965,722,3,27,4,1,1,0,2,0,0,0,31,36,30,40,1,1,3,0,2,0,43,1,1,0,31,2,1,0,4,1,0,0,24,5,0
69.0,9,2,11,3,1,0,0,0,337,3907,596,339,1,5,0,0,3,1,1,0,0,0,38,26,31,28,0,0,4,1,3,1,43,3,1,0,37,12,2,1,3,0,0,0,23,6,1956
56.0,4,1,15,7,4,2,0,0,56,3238,1105,1116,1,5,2,0,1,1,0,0,1,0,34,30,40,22,2,0,1,1,3,0,107,3,0,0,24,6,0,0,6,2,0,0,15,3,1962
33.4,8,3,31,10,24,13,0,0,185,7489,310,679,4,5,3,0,0,0,1,1,1,0,42,47,28,27,8,1,13,5,9,2,71,1,5,2,37,15,1,0,11,3,1,1,55,20,1984
107.0,5,2,17,3,10,1,0,0,270,5391,834,272,10,11,0,0,3,1,2,1,2,1,34,34,32,32,0,0,5,0,1,0,64,3,1,0,59,11,1,1,3,0,0,0,63,21,1
44.6,8,4,19,9,5,2,0,0,69,917,233,3678,8,9,1,0,1,0,0,0,1,0,38,0,38,0,1,0,0,0,0,0,73,2,2,1,34,14,0,0,0,0,0,0,2,0,1957
82.2,1,0,15,3,2,0,0,0,269,3125,2849,6634,8,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,68,3,0,0,9,1,0,0,4,1,0,0,0,0,1
43.5,4,1,14,0,9,2,0,0,528,5125,538,846,3,5,4,1,4,1,3,1,3,0,41,20,35,20,1,0,5,1,7,0,60,2,3,0,56,16,1,0,2,0,0,0,37,2,1963
54.0,6,2,22,7,3,3,0,0,237,924,1570,4490,9,10,0,0,1,0,1,0,3,1,28,0,29,0,1,0,1,0,1,0,68,2,0,0,32,7,0,0,7,3,0,0,5,0,1992
34.0,2,0,14,2,1,1,0,0,297,2369,1488,5517,6,9,0,0,2,0,0,0,2,0,42,0,42,0,0,0,0,0,2,0,67,1,0,0,15,5,0,0,4,2,0,0,2,0,1980
32.0,3,0,14,2,3,1,0,0,209,2184,340,2784,5,9,3,0,1,0,0,0,0,0,31,21,28,20,0,0,7,2,1,0,65,1,4,2,23,7,0,0,9,2,0,0,12,4,1985
53.8,2,0,24,2,7,3,0,0,370,8423,654,2503,5,22,4,1,1,0,2,0,1,0,31,36,25,18,1,0,4,1,3,0,42,1,1,0,14,5,0,0,5,2,0,0,25,6,2016
46.7,3,1,13,6,8,7,0,0,153,4522,517,1314,11,22,5,1,3,0,4,2,5,3,44,51,33,48,3,2,3,2,5,1,89,1,2,0,23,15,0,0,6,3,0,0,28,19,2016
44.0,4,0,21,3,7,6,0,0,296,6090,97,683,2,5,1,1,1,0,1,0,1,0,35,33,35,32,1,1,0,0,2,0,56,2,1,1,78,23,2,0,9,1,1,0,45,5,1965
35.0,1,0,29,4,7,1,0,0,180,11758,717,4955,5,5,3,0,0,0,1,0,0,0,24,20,23,20,1,0,3,1,7,3,71,1,2,0,9,4,0,0,5,1,1,0,8,1,1988
34.0,6,0,23,8,3,0,1,0,27,3076,215,1415,2,9,4,3,0,0,1,0,0,0,35,35,40,34,0,0,4,2,0,0,63,1,2,1,34,2,0,0,8,0,0,0,10,4,1972
29.9,4,2,15,3,1,1,0,0,195,3836,1670,2149,2,5,0,0,0,0,0,0,0,0,43,0,45,0,0,0,1,1,1,0,58,1,0,0,13,5,0,0,7,0,0,0,8,0,1968
79.0,5,2,29,14,6,2,0,0,251,2004,2107,5533,11,18,0,0,1,1,0,0,2,2,34,0,30,0,0,0,0,0,5,0,55,3,0,0,29,12,0,0,7,2,0,0,7,0,1994
60.0,6,5,21,9,2,0,1,0,242,802,1197,3309,9,9,1,0,1,1,1,0,3,0,24,24,24,24,1,1,1,0,5,0,60,3,0,0,35,12,0,0,8,5,0,0,2,2,1971
36.0,6,3,51,18,16,6,0,0,96,8653,472,2124,10,12,6,0,2,0,2,0,2,0,38,29,34,25,1,1,9,2,10,3,76,1,2,1,22,11,0,0,8,3,1,0,69,18,1994
67.4,4,0,50,25,26,14,0,0,112,10457,302,3724,3,3,5,0,1,0,3,2,0,0,33,41,26,40,4,3,4,1,11,2,55,3,3,2,16,7,0,0,17,11,1,1,20,5,1956
54.2,4,0,19,7,7,5,0,0,39,5851,435,474,5,5,1,1,2,0,1,0,1,0,36,23,35,23,1,1,1,0,2,0,48,3,2,1,79,25,2,1,7,0,1,1,39,1,1961
56.0,4,2,20,3,8,0,1,0,420,5842,780,625,4,5,0,0,2,1,1,0,2,2,31,32,30,30,0,0,1,0,1,0,49,3,1,0,50,10,1,0,9,3,0,0,46,13,1966
44.0,2,0,20,6,6,3,1,0,112,5836,1219,1109,2,5,1,0,0,0,1,0,1,0,30,26,31,24,2,1,1,0,1,1,54,2,0,0,30,11,0,0,7,2,0,0,15,3,1965
45.0,7,1,31,5,24,2,0,0,201,7485,988,1462,5,9,4,0,2,1,1,0,2,0,33,25,30,25,4,1,13,0,3,0,80,2,2,0,45,8,0,0,12,1,1,0,68,2,1980
65.0,1,0,10,0,3,1,0,0,535,2023,1905,5677,12,16,0,0,0,0,0,0,1,0,29,0,29,0,0,0,1,1,2,0,83,2,0,0,13,5,0,0,4,0,0,0,2,0,2016
60.0,7,0,22,8,26,4,0,0,317,10299,967,3481,7,9,5,1,0,0,2,1,0,0,47,44,40,44,4,2,4,1,18,7,120,2,1,0,18,3,0,0,9,3,3,2,17,2,2003
46.0,5,2,28,13,5,2,0,0,254,2092,2065,5579,4,16,0,0,1,1,0,0,2,2,36,0,30,0,0,0,0,0,4,1,78,1,0,0,29,14,0,0,6,1,0,0,5,0,2012
82.8,11,1,40,12,28,7,0,0,184,9166,489,2376,8,10,6,3,1,1,2,1,0,0,41,43,40,43,5,0,4,1,18,4,102,3,1,1,23,5,0,0,16,4,5,1,98,78,2008
67.0,3,0,10,2,1,0,0,0,430,1978,1090,5008,5,12,0,0,2,0,0,0,1,0,36,0,30,0,0,0,0,0,2,0,80,2,0,0,18,3,0,0,4,0,0,0,5,0,2001
70.0,6,2,28,5,17,2,0,0,246,6690,1078,799,12,12,2,0,2,1,2,1,1,0,35,36,32,30,5,0,9,1,7,0,61,3,0,0,58,13,1,0,11,3,1,0,88,24,1979
45.2,7,1,31,5,18,2,0,0,147,7388,1114,1509,3,9,4,0,2,1,1,0,2,0,34,38,30,31,4,1,9,1,3,0,70,2,0,0,43,8,0,0,13,2,1,0,64,10,1979
58.0,5,2,15,5,3,0,2,1,117,1301,725,3007,4,5,1,0,1,1,0,0,1,1,24,30,24,30,2,0,2,0,4,2,50,3,2,0,32,9,0,0,7,0,0,0,2,1,1966
37.0,3,0,10,5,3,0,0,0,383,7468,1438,1587,1,9,4,0,2,0,0,0,0,0,41,16,35,16,1,0,1,0,1,0,60,1,0,0,20,3,0,0,8,3,0,0,24,1,1986
98.0,4,1,20,8,5,1,1,0,144,2121,805,3789,11,17,1,0,1,0,3,1,1,0,39,29,31,37,0,0,2,2,6,2,70,2,1,0,30,5,0,0,7,4,0,0,22,3,1
53.0,5,1,28,6,4,1,0,0,134,2054,1792,5439,1,12,0,0,1,1,0,0,2,2,36,0,30,0,0,0,0,0,5,1,54,2,0,0,24,13,0,0,7,0,0,0,5,0,1981
53.6,5,0,21,4,6,1,0,0,176,4946,647,751,9,12,0,0,2,1,2,1,1,0,38,33,32,26,0,0,5,2,0,0,60,2,1,0,48,15,2,0,1,0,0,0,84,10,1983
69.8,2,0,23,9,4,3,0,0,249,2447,2702,6067,2,9,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,58,3,0,0,24,7,0,0,5,2,0,0,0,0,1992
169.0,11,3,37,6,43,8,0,0,201,8321,392,1533,4,10,4,1,0,0,2,0,1,0,41,35,35,32,6,0,12,2,7,1,71,4,4,1,33,5,0,0,12,4,4,0,86,11,0
47.3,6,1,26,11,6,2,0,0,87,4157,459,1412,26,26,2,0,2,0,3,0,2,0,37,37,33,37,2,0,6,1,6,6,58,1,2,1,37,10,0,0,8,3,0,0,46,8,1969
49.0,3,0,12,0,1,0,0,0,543,1681,823,2052,1,5,5,2,1,0,0,0,1,0,38,56,35,56,1,0,4,0,0,0,42,2,2,0,12,1,0,0,7,0,0,0,4,2,1978
38.7,6,4,59,6,17,0,0,0,113,8996,814,2353,3,14,3,0,3,0,3,0,1,0,41,39,40,33,1,0,9,0,12,6,80,1,2,0,20,11,0,0,12,3,1,0,122,14,1889
30.0,9,2,37,9,30,2,0,0,130,7516,808,1333,4,9,4,0,2,0,1,0,2,0,37,25,28,25,4,1,15,0,5,1,70,1,3,0,51,9,0,0,12,3,1,1,59,2,1978
38.0,1,0,9,0,3,1,0,0,620,2115,1858,5758,9,19,0,0,0,0,0,0,1,0,29,0,29,0,0,0,1,1,2,0,82,1,0,0,11,4,0,0,3,0,0,0,2,0,2014
31.0,3,1,22,5,7,1,1,0,138,6199,1058,1073,3,5,1,0,2,0,1,0,2,1,33,29,30,32,1,0,1,0,1,1,59,1,0,0,37,12,0,0,9,5,0,0,42,9,1963
80.0,4,0,22,7,5,2,0,0,231,2118,2519,5778,8,16,0,0,1,0,0,0,2,0,29,0,29,0,0,0,1,0,3,2,68,2,0,0,26,6,0,0,5,2,0,0,2,0,2012
40.0,1,1,8,2,3,0,0,0,431,2255,579,1866,5,9,1,0,0,0,0,0,2,0,31,0,27,0,0,0,0,0,1,0,57,1,1,0,12,3,0,0,6,2,0,0,7,0,1990
56.0,3,0,13,5,4,0,0,0,272,7311,1400,1421,8,9,1,0,2,0,1,0,0,0,39,16,34,16,1,0,2,0,1,0,59,2,0,0,27,2,0,0,11,3,0,0,29,1,1986
35.6,1,0,8,6,2,0,0,0,35,4866,431,426,1,2,1,1,1,0,0,0,0,0,23,20,26,18,1,0,0,0,2,1,35,1,3,1,5,1,1,1,4,2,0,0,10,5,1950
39.3,6,1,34,2,14,0,0,0,355,8005,517,1942,18,24,4,3,2,0,1,0,2,0,31,35,25,18,2,0,5,0,2,0,67,1,1,0,21,5,0,0,8,2,1,0,27,7,2017
34.0,2,2,13,7,1,0,0,0,309,2302,584,3931,7,12,1,0,0,0,0,0,0,0,35,0,34,0,0,0,1,1,0,0,60,1,3,0,6,4,0,0,5,3,0,0,4,0,1976
69.8,3,1,17,3,8,7,0,0,371,4738,614,1113,8,20,5,1,4,0,4,2,5,4,44,47,35,37,3,0,4,2,6,2,83,2,2,0,37,15,0,0,6,2,0,0,29,22,2009
117.0,3,1,11,2,2,1,0,0,410,2235,634,4712,6,10,0,0,1,0,0,0,2,1,39,39,42,42,2,2,1,1,0,0,47,3,1,0,37,21,0,0,3,0,0,0,9,9,2004
75.0,2,1,18,7,8,1,0,0,114,5602,317,338,4,4,4,0,4,0,2,1,0,0,33,36,32,35,1,0,1,1,2,0,46,3,1,1,70,22,1,1,2,0,1,0,22,15,1958
44.9,8,0,24,0,6,0,0,0,519,83,1086,3759,2,5,0,0,1,0,1,0,3,0,25,0,24,0,1,0,0,0,3,1,62,2,0,0,52,4,0,0,6,0,0,0,4,0,1966
73.0,6,1,22,10,17,1,0,0,279,6791,1172,875,10,16,2,0,2,0,2,1,1,0,35,40,32,37,5,0,5,0,2,0,71,2,0,0,57,14,1,0,11,8,1,0,77,17,2011
73.0,3,0,8,4,3,0,0,0,447,7550,1402,1671,16,25,4,0,2,0,0,0,0,0,40,16,35,16,1,0,1,0,1,0,46,2,0,0,15,4,0,0,6,2,0,0,19,1,1985
74.0,2,0,14,3,2,0,0,0,212,2285,379,2736,8,10,2,0,1,0,1,0,0,0,31,21,28,20,0,0,7,2,1,0,52,3,3,2,22,6,0,0,9,3,0,0,12,4,1988
45.0,6,2,18,7,6,2,0,0,128,910,166,3577,5,5,1,0,1,0,0,0,1,0,38,0,38,0,1,0,2,0,1,0,45,2,2,1,32,15,0,0,0,0,0,0,2,0,1969
46.0,2,1,22,6,7,2,1,0,376,5386,733,648,1,5,0,0,2,0,1,0,1,0,31,47,30,47,1,1,1,0,1,0,54,2,1,0,41,9,1,0,6,1,0,0,24,2,1963
37.0,3,1,14,5,4,0,0,0,144,7405,1312,1491,7,9,4,0,2,0,0,0,0,0,39,0,34,0,2,0,2,0,1,0,63,1,0,0,25,5,0,0,10,3,0,0,28,0,1985
73.6,5,4,54,11,14,4,0,0,135,9082,698,2539,4,10,3,0,3,0,2,1,1,0,37,44,32,40,1,1,7,3,11,7,78,2,1,0,20,11,0,0,9,4,0,0,75,27,2025
36.0,7,2,15,4,2,2,0,0,404,4116,734,407,1,9,1,0,3,0,0,0,0,0,34,38,36,40,3,1,2,1,6,3,55,1,2,0,26,13,2,1,6,1,0,0,17,4,1990
44.0,10,1,15,3,2,0,0,0,465,3451,407,552,2,5,0,0,3,0,1,0,0,0,37,13,31,13,1,0,4,0,5,0,56,2,1,1,40,6,2,0,4,0,0,0,30,2,1964
60.0,1,0,31,4,7,1,0,0,166,11681,639,4880,3,9,3,0,0,0,1,0,0,0,24,20,25,20,1,0,3,1,7,3,101,2,2,0,13,4,0,0,7,1,1,0,9,1,1
100.0,10,1,52,19,26,2,0,0,23,9367,879,2652,2,7,3,3,2,1,2,0,0,0,42,44,40,35,5,0,7,0,17,6,68,3,1,0,25,9,0,0,17,6,2,0,116,21,2002
